#domainClass	relation	rangeClass	from	to	isDataTypeProperty	mergedName	description
Instrument	musicians	MusicalArtist	?	?	false	MusiciansMusicalArtist	No description provided
NationalCollegiateAthleticAssociationAthlete	formerHighschool	EducationalInstitution	?	?	false	FormerHighschoolEducationalInstitution	No description provided
SpaceShuttle	lastFlight	SpaceMission	?	?	false	LastFlightSpaceMission	No description provided
SpaceShuttle	issDockings	IssDockings	?	?	true	IssDockings	No description provided
SpaceShuttle	satellitesDeployed	SatellitesDeployed	?	?	true	SatellitesDeployed	No description provided
SpaceShuttle	timeInSpace	day	?	?	false	TimeInSpaceday	No description provided
SpaceShuttle	firstFlight	SpaceMission	?	?	false	FirstFlightSpaceMission	No description provided
SpaceShuttle	crews	Crews	?	?	true	Crews	No description provided
SpaceShuttle	mirDockings	MirDockings	?	?	true	MirDockings	No description provided
SpaceShuttle	lastFlightEndDate	LastFlightEndDate	?	?	true	LastFlightEndDate	No description provided
SpaceShuttle	distance	kilometre	?	?	false	Distancekilometre	No description provided
SpaceShuttle	lastFlightStartDate	LastFlightStartDate	?	?	true	LastFlightStartDate	No description provided
SpaceShuttle	contractAward	ContractAward	?	?	true	ContractAward	No description provided
SpaceShuttle	missions	Missions	?	?	true	Missions	No description provided
SpaceShuttle	firstFlightEndDate	FirstFlightEndDate	?	?	true	FirstFlightEndDate	No description provided
SpaceShuttle	firstFlightStartDate	FirstFlightStartDate	?	?	true	FirstFlightStartDate	No description provided
FormulaOneRacer	firstRace	GrandPrix	?	?	false	FirstRaceGrandPrix	No description provided
FormulaOneRacer	lastRace	GrandPrix	?	?	false	LastRaceGrandPrix	No description provided
FormulaOneRacer	lastSeason	LastSeason	?	?	true	LastSeason	No description provided
FormulaOneRacer	championships	Championships	?	?	true	Championships	No description provided
FormulaOneRacer	carNumber	CarNumber	?	?	true	CarNumber	No description provided
FormulaOneRacer	lastWin	GrandPrix	?	?	false	LastWinGrandPrix	No description provided
FormulaOneRacer	careerPoints	CareerPoints	?	?	true	CareerPoints	No description provided
FormulaOneRacer	poles	Poles	?	?	true	Poles	No description provided
FormulaOneRacer	lastPosition	LastPosition	?	?	true	LastPosition	No description provided
FormulaOneRacer	firstWin	GrandPrix	?	?	false	FirstWinGrandPrix	No description provided
FormulaOneRacer	fastestLap	FastestLap	?	?	true	FastestLap	No description provided
FormulaOneRacer	races	Races	?	?	true	Races	No description provided
FormulaOneRacer	podiums	Podiums	?	?	true	Podiums	No description provided
Event	endDate	EndDate	?	?	true	EndDate	No description provided
Event	followingEvent	Event	?	?	false	FollowingEvent	No description provided
Event	startDate	StartDate	?	?	true	StartDate	No description provided
Event	previousEvent	Event	?	?	false	PreviousEvent	No description provided
Event	participant	Participant	?	?	true	Participant	No description provided
Event	numberOfPeopleAttending	NumberOfPeopleAttending	?	?	true	NumberOfPeopleAttending	No description provided
Event	duration	Duration	?	?	true	Duration	No description provided
Event	nextEvent	Event	?	?	false	NextEvent	No description provided
Activity	numberOfPlayers	NumberOfPlayers	?	?	true	NumberOfPlayers	No description provided
Activity	numberOfPeopleLicensed	NumberOfPeopleLicensed	?	?	true	NumberOfPeopleLicensed	No description provided
Activity	numberOfProfessionals	NumberOfProfessionals	?	?	true	NumberOfProfessionals	No description provided
Activity	numberOfClubs	NumberOfClubs	?	?	true	NumberOfClubs	No description provided
Musical	lyrics	Person	?	?	false	LyricsPerson	No description provided
Musical	musicBy	Person	?	?	false	MusicByPerson	No description provided
Currency	usingCountry	Country	?	?	false	UsingCountry	No description provided
Cricketer	fc	Fc	?	?	true	Fc	No description provided
Cricketer	fcRuns	FcRuns	?	?	true	FcRuns	No description provided
Wrestler	debut	Debut	?	?	true	Debut	No description provided
Wrestler	billed	PopulatedPlace	?	?	false	BilledPopulatedPlace	No description provided
RomaniaSettlement	prefectMandate	PrefectMandate	?	?	true	PrefectMandate	No description provided
RomaniaSettlement	authorityTitle	AuthorityTitle	?	?	true	AuthorityTitle	No description provided
Shrine	mainBuilding	MainBuilding	?	?	true	MainBuilding	No description provided
Shrine	enshrinedDeity	Deity	?	?	false	EnshrinedDeity	No description provided
Blazon	blazonCaption	BlazonCaption	?	?	true	BlazonCaption	No description provided
FigureSkater	choreographer	Person	?	?	false	ChoreographerPerson	No description provided
FigureSkater	formerCoach	Person	?	?	false	FormerCoachPerson	No description provided
FigureSkater	formerChoreographer	Person	?	?	false	FormerChoreographerPerson	No description provided
FigureSkater	currentPartner	Person	?	?	false	CurrentPartnerPerson	No description provided
FigureSkater	formerPartner	Person	?	?	false	FormerPartnerPerson	No description provided
PeriodicalLiterature	finalPublicationYear	FinalPublicationYear	?	?	true	FinalPublicationYear	No description provided
PeriodicalLiterature	firstPublicationYear	FirstPublicationYear	?	?	true	FirstPublicationYear	No description provided
PeriodicalLiterature	openAccessContent	OpenAccessContent	?	?	true	OpenAccessContent	No description provided
PeriodicalLiterature	zdb	Zdb	?	?	true	Zdb	No description provided
PeriodicalLiterature	issn	Issn	?	?	true	Issn	No description provided
PeriodicalLiterature	finalPublicationDate	FinalPublicationDate	?	?	true	FinalPublicationDate	No description provided
PeriodicalLiterature	frequencyOfPublication	FrequencyOfPublication	?	?	true	FrequencyOfPublication	No description provided
Swimmer	swimmingStyle	SwimmingStyle	?	?	true	SwimmingStyle	No description provided
University	provost	Person	?	?	false	ProvostPerson	No description provided
University	numberOfDoctoralStudents	NumberOfDoctoralStudents	?	?	true	NumberOfDoctoralStudents	No description provided
University	numberOfPostgraduateStudents	NumberOfPostgraduateStudents	?	?	true	NumberOfPostgraduateStudents	No description provided
University	officerInCharge	Person	?	?	false	OfficerInChargePerson	No description provided
University	other	Other	?	?	true	Other	No description provided
ChristianDoctrine	primate	Primate	?	?	true	Primate	No description provided
ChristianDoctrine	established	Established	?	?	true	Established	No description provided
ChristianDoctrine	establishment	Establishment	?	?	true	Establishment	No description provided
ChristianDoctrine	believers	Believers	?	?	true	Believers	No description provided
ChristianDoctrine	theology	Theology	?	?	true	Theology	No description provided
Monument	dateUnveiled	DateUnveiled	?	?	true	DateUnveiled	No description provided
Monument	groupCommemorated	GroupCommemorated	?	?	true	GroupCommemorated	No description provided
ResearchProject	projectCoordinator	Organisation	?	?	false	ProjectCoordinatorOrganisation	The coordinating organisation of the project.
ResearchProject	projectParticipant	Organisation	?	?	false	ProjectParticipantOrganisation	A participating organisation of the project.
ResearchProject	projectType	ProjectType	?	?	true	ProjectType	No description provided
ResearchProject	projectBudgetTotal	ProjectBudgetTotal	?	?	true	ProjectBudgetTotal	No description provided
ResearchProject	fundedBy	Organisation	?	?	false	FundedByOrganisation	A organisation financing the research project.
ResearchProject	projectReferenceID	ProjectReferenceID	?	?	true	ProjectReferenceID	No description provided
ResearchProject	projectBudgetFunding	ProjectBudgetFunding	?	?	true	ProjectBudgetFunding	No description provided
CyclingTeam	uciCode	UciCode	?	?	true	UciCode	No description provided
ProtectedArea	iucnCategory	IucnCategory	?	?	true	IucnCategory	No description provided
ProtectedArea	numberOfHouses	NumberOfHouses	?	?	true	NumberOfHouses	No description provided
ChartsPlacements	tempPlace	TempPlace	?	?	true	TempPlace	No description provided
Grape	wineRegion	WineRegion	?	?	false	WineRegion	No description provided
HistoricBuilding	pastor	Person	?	?	false	PastorPerson	No description provided
TermOfOffice	presidentGeneralCouncil	Person	?	?	false	PresidentGeneralCouncilPerson	No description provided
TermOfOffice	presidentRegionalCouncil	Person	?	?	false	PresidentRegionalCouncilPerson	No description provided
Boxer	amateurNoContest	AmateurNoContest	?	?	true	AmateurNoContest	No description provided
Boxer	ko	Ko	?	?	true	Ko	No description provided
Boxer	amateurTie	AmateurTie	?	?	true	AmateurTie	No description provided
Boxer	boxerStyle	BoxingStyle	?	?	false	BoxerBoxingStyle	No description provided
Boxer	amateurKo	AmateurKo	?	?	true	AmateurKo	No description provided
Boxer	amateurDefeat	AmateurDefeat	?	?	true	AmateurDefeat	No description provided
Boxer	fight	Fight	?	?	true	Fight	No description provided
Boxer	boxerCategory	BoxingCategory	?	?	false	BoxerBoxingCategory	No description provided
Boxer	noContest	NoContest	?	?	true	NoContest	No description provided
Boxer	defeat	Defeat	?	?	true	Defeat	No description provided
Boxer	amateurVictory	AmateurVictory	?	?	true	AmateurVictory	No description provided
Boxer	amateurTitle	AmateurTitle	?	?	true	AmateurTitle	No description provided
Boxer	tie	Tie	?	?	true	Tie	No description provided
Boxer	amateurFight	AmateurFight	?	?	true	AmateurFight	No description provided
Muscle	origo	AnatomicalStructure	?	?	false	OrigoAnatomicalStructure	No description provided
Spacecraft	port2DockedTime	Port2DockedTime	?	?	true	Port2DockedTime	No description provided
Spacecraft	totalMass	TotalMass	?	?	true	TotalMass	No description provided
Spacecraft	inclination	Inclination	?	?	true	Inclination	No description provided
Spacecraft	freeFlightTime	day	?	?	false	FreeFlightTimeday	No description provided
Spacecraft	regime	Regime	?	?	true	Regime	No description provided
Spacecraft	totalCargo	TotalCargo	?	?	true	TotalCargo	No description provided
Spacecraft	targetSpaceStation	SpaceStation	?	?	false	TargetSpaceStation	No description provided
Spacecraft	cargoWater	kilogram	?	?	false	CargoWaterkilogram	No description provided
Spacecraft	cargoWater	CargoWater	?	?	true	CargoWater	No description provided
Spacecraft	port1DockedTime	Port1DockedTime	?	?	true	Port1DockedTime	No description provided
Spacecraft	freeFlightTime	FreeFlightTime	?	?	true	FreeFlightTime	No description provided
Spacecraft	totalMass	kilogram	?	?	false	TotalMasskilogram	No description provided
Spacecraft	apoapsis	kilometre	?	?	false	Apoapsiskilometre	No description provided
Spacecraft	cargoGas	CargoGas	?	?	true	CargoGas	No description provided
Spacecraft	launch	Launch	?	?	true	Launch	No description provided
Spacecraft	crew	SpaceMission	?	?	false	CrewSpaceMission	No description provided
Spacecraft	dryCargo	DryCargo	?	?	true	DryCargo	No description provided
Spacecraft	port1DockedTime	day	?	?	false	Port1DockedTimeday	No description provided
Spacecraft	port2UndockingDate	Port2UndockingDate	?	?	true	Port2UndockingDate	No description provided
Spacecraft	port2DockedTime	day	?	?	false	Port2DockedTimeday	No description provided
Spacecraft	cargoGas	kilogram	?	?	false	CargoGaskilogram	No description provided
Spacecraft	dryCargo	kilogram	?	?	false	DryCargokilogram	No description provided
Spacecraft	periapsis	kilometre	?	?	false	Periapsiskilometre	No description provided
Spacecraft	cargoFuel	kilogram	?	?	false	CargoFuelkilogram	No description provided
Spacecraft	port2DockingDate	Port2DockingDate	?	?	true	Port2DockingDate	No description provided
Spacecraft	cargoFuel	CargoFuel	?	?	true	CargoFuel	No description provided
Spacecraft	port1UndockingDate	Port1UndockingDate	?	?	true	Port1UndockingDate	No description provided
Spacecraft	dockedTime	day	?	?	false	DockedTimeday	No description provided
Spacecraft	rocket	Rocket	?	?	false	Rocket	No description provided
Spacecraft	decay	Decay	?	?	true	Decay	No description provided
Spacecraft	dockedTime	DockedTime	?	?	true	DockedTime	No description provided
Spacecraft	port1DockingDate	Port1DockingDate	?	?	true	Port1DockingDate	No description provided
Spacecraft	totalCargo	kilogram	?	?	false	TotalCargokilogram	No description provided
VideoGame	gameArtist	Person	?	?	false	GameArtistPerson	A game artist is an artist who creates art for one or more types of games. Game artists are responsible for all of the aspects of game development that call for visual art.
HungarySettlement	mayorTitle	MayorTitle	?	?	true	MayorTitle	No description provided
HungarySettlement	neighbourhood	Neighbourhood	?	?	true	Neighbourhood	No description provided
HungarySettlement	comitat	Comitat	?	?	true	Comitat	No description provided
HungarySettlement	signName	SignName	?	?	true	SignName	No description provided
openswarm	dist_pc	Dist_pc	?	?	true	Dist_pc	No description provided
openswarm	credit	Credit	?	?	true	Credit	No description provided
openswarm	dist_ly	Dist_ly	?	?	true	Dist_ly	No description provided
openswarm	names	Names	?	?	true	Names	No description provided
openswarm	dec	Dec	?	?	true	Dec	No description provided
openswarm	ra	Ra	?	?	true	Ra	No description provided
openswarm	size_v	Size_v	?	?	true	Size_v	No description provided
RecordLabel	distributingCompany	Company	?	?	false	DistributingCompany	No description provided
RecordLabel	distributingLabel	RecordLabel	?	?	false	DistributingRecordLabel	No description provided
Agent	ideology	Ideology	?	?	false	Ideology	No description provided
Agent	nlaId	NlaId	?	?	true	NlaId	No description provided
Agent	viafId	ViafId	?	?	true	ViafId	No description provided
Agent	generalCouncil	TermOfOffice	?	?	false	GeneralCouncilTermOfOffice	No description provided
Agent	regionalCouncil	TermOfOffice	?	?	false	RegionalCouncilTermOfOffice	No description provided
Agent	age	Age	?	?	true	Age	No description provided
Agent	artPatron	Artist	?	?	false	ArtPatronArtist	An influential, wealthy person who supported an artist, craftsman, a scholar or a noble.. See also
Agent	hometown	Settlement	?	?	false	HometownSettlement	No description provided
Diocese,_Parish	deanery	Deanery	?	?	false	Deanery	Dioceses and parishes should know which deaneries there are
Legislature	legislativePeriodName	LegislativePeriodName	?	?	true	LegislativePeriodName	No description provided
Legislature	house	Legislature	?	?	false	HouseLegislature	No description provided
Legislature	meetingBuilding	Building	?	?	false	MeetingBuilding	No description provided
Legislature	politicalPartyInLegislature	PoliticalParty	?	?	false	PoliticalPartyInLegislature	Political party in the legislature (eg.: European People's Party in the European Parliament).
Legislature	electionDateLeader	ElectionDateLeader	?	?	true	ElectionDateLeader	No description provided
Legislature	lastElectionDate	LastElectionDate	?	?	true	LastElectionDate	No description provided
Legislature	meetingCity	Settlement	?	?	false	MeetingCitySettlement	No description provided
Legislature	numberOfMembers	NumberOfMembers	?	?	true	NumberOfMembers	No description provided
Legislature	politicalPartyOfLeader	PoliticalParty	?	?	false	PoliticalPartyOfLeader	The Political party of leader.
Monarch	placeOfBurial	PopulatedPlace	?	?	false	PlaceOfBurialPopulatedPlace	No description provided
Monarch	heir	Person	?	?	false	HeirPerson	No description provided
ChemicalSubstance	lethalOnChickens	LethalOnChickens	?	?	true	LethalOnChickens	No description provided
ChemicalSubstance	meltingPoint	kelvin	?	?	false	MeltingPointkelvin	No description provided
ChemicalSubstance	flashPoint	FlashPoint	?	?	true	FlashPoint	No description provided
ChemicalSubstance	solubility	Solubility	?	?	true	Solubility	No description provided
ChemicalSubstance	lethalOnRats	LethalOnRats	?	?	true	LethalOnRats	No description provided
ChemicalSubstance	formula	Formula	?	?	true	Formula	No description provided
ChemicalSubstance	notSolubleIn	ChemicalSubstance	?	?	false	NotSolubleInChemicalSubstance	No description provided
ChemicalSubstance	solventWithBadSolubility	ChemicalSubstance	?	?	false	SolventWithBadSolubilityChemicalSubstance	No description provided
ChemicalSubstance	boilingPoint	BoilingPoint	?	?	true	BoilingPoint	No description provided
ChemicalSubstance	boilingPoint	kelvin	?	?	false	BoilingPointkelvin	No description provided
ChemicalSubstance	solventWithMediocreSolubility	ChemicalSubstance	?	?	false	SolventWithMediocreSolubilityChemicalSubstance	No description provided
ChemicalSubstance	lethalOnMice	LethalOnMice	?	?	true	LethalOnMice	No description provided
ChemicalSubstance	lethalOnRabbits	LethalOnRabbits	?	?	true	LethalOnRabbits	No description provided
ChemicalSubstance	carcinogen	Carcinogen	?	?	true	Carcinogen	No description provided
ChemicalSubstance	molecularWeight	MolecularWeight	?	?	true	MolecularWeight	No description provided
ChemicalSubstance	solventWithGoodSolubility	ChemicalSubstance	?	?	false	SolventWithGoodSolubilityChemicalSubstance	No description provided
ChemicalSubstance	density	kilogramPerCubicMetre	?	?	false	DensitykilogramPerCubicMetre	No description provided
Weapon	usedInWar	MilitaryConflict	?	?	false	UsedInWarMilitaryConflict	wars that were typical for the usage of a weapon
Weapon	weight	kilogram	?	?	false	Weightkilogram	No description provided
Weapon	height	millimetre	?	?	false	Heightmillimetre	No description provided
Weapon	length	millimetre	?	?	false	Lengthmillimetre	No description provided
Weapon	diameter	millimetre	?	?	false	Diametermillimetre	No description provided
Weapon	width	millimetre	?	?	false	Widthmillimetre	No description provided
Software	latestPreviewVersion	LatestPreviewVersion	?	?	true	LatestPreviewVersion	No description provided
Software	fileSize	megabyte	?	?	false	FileSizemegabyte	size of a file or software
Software	latestReleaseVersion	LatestReleaseVersion	?	?	true	LatestReleaseVersion	No description provided
Software	latestReleaseDate	LatestReleaseDate	?	?	true	LatestReleaseDate	No description provided
Software	frequentlyUpdated	FrequentlyUpdated	?	?	true	FrequentlyUpdated	No description provided
Software	latestPreviewDate	LatestPreviewDate	?	?	true	LatestPreviewDate	No description provided
Mill	millsCodeNLVerdwenen	MillsCodeNLVerdwenen	?	?	true	MillsCodeNLVerdwenen	No description provided
Mill	millSpan	MillSpan	?	?	true	MillSpan	No description provided
Mill	millsCodeBE	MillsCodeBE	?	?	true	MillsCodeBE	No description provided
Mill	millsCodeNLWindmotoren	MillsCodeNLWindmotoren	?	?	true	MillsCodeNLWindmotoren	No description provided
Mill	millsCodeDutch	MillsCodeDutch	?	?	true	MillsCodeDutch	No description provided
Mill	ableToGrind	AbleToGrind	?	?	true	AbleToGrind	No description provided
Mill	grindingCapability	GrindingCapability	?	?	true	GrindingCapability	No description provided
Mill	millsCodeNL	MillsCodeNL	?	?	true	MillsCodeNL	No description provided
ArchitecturalStructure	features	Work	?	?	false	FeaturesWork	No description provided
ArchitecturalStructure	reopeningDate	ReopeningDate	?	?	true	ReopeningDate	No description provided
ArchitecturalStructure	buildingEndDate	BuildingEndDate	?	?	true	BuildingEndDate	No description provided
ArchitecturalStructure	visitorStatisticsAsOf	VisitorStatisticsAsOf	?	?	true	VisitorStatisticsAsOf	No description provided
ArchitecturalStructure	initiallyUsedFor	InitiallyUsedFor	?	?	true	InitiallyUsedFor	No description provided
ArchitecturalStructure	currentlyUsedFor	CurrentlyUsedFor	?	?	true	CurrentlyUsedFor	No description provided
ArchitecturalStructure	buildingStartYear	BuildingStartYear	?	?	true	BuildingStartYear	No description provided
ArchitecturalStructure	rebuildingDate	RebuildingDate	?	?	true	RebuildingDate	No description provided
ArchitecturalStructure	buildingStartDate	BuildingStartDate	?	?	true	BuildingStartDate	No description provided
ArchitecturalStructure	openingDate	OpeningDate	?	?	true	OpeningDate	No description provided
ArchitecturalStructure	visitorsPercentageChange	VisitorsPercentageChange	?	?	true	VisitorsPercentageChange	No description provided
ArchitecturalStructure	buildingEndYear	BuildingEndYear	?	?	true	BuildingEndYear	No description provided
ArchitecturalStructure	cost	Cost	?	?	true	Cost	No description provided
ArchitecturalStructure	demolitionDate	DemolitionDate	?	?	true	DemolitionDate	No description provided
ArchitecturalStructure	originallyUsedFor	OriginallyUsedFor	?	?	true	OriginallyUsedFor	No description provided
ArchitecturalStructure	demolitionYear	DemolitionYear	?	?	true	DemolitionYear	No description provided
ArchitecturalStructure	reopeningYear	ReopeningYear	?	?	true	ReopeningYear	No description provided
ArchitecturalStructure	rebuildingYear	RebuildingYear	?	?	true	RebuildingYear	No description provided
ArchitecturalStructure	visitorsPerDay	VisitorsPerDay	?	?	true	VisitorsPerDay	No description provided
ArchitecturalStructure	visitorsPerYear	VisitorsPerYear	?	?	true	VisitorsPerYear	No description provided
ArchitecturalStructure	openingYear	OpeningYear	?	?	true	OpeningYear	No description provided
ArchitecturalStructure	architectualBureau	Company	?	?	false	ArchitectualBureauCompany	No description provided
ArchitecturalStructure	architect	Architect	?	?	false	Architect	No description provided
ArchitecturalStructure	visitorsTotal	VisitorsTotal	?	?	true	VisitorsTotal	No description provided
TelevisionShow	openingTheme	Work	?	?	false	OpeningThemeWork	No description provided
TelevisionShow	numberOfEpisodes	NumberOfEpisodes	?	?	true	NumberOfEpisodes	No description provided
TelevisionShow	tvComId	TvComId	?	?	true	TvComId	No description provided
TelevisionShow	endingTheme	Work	?	?	false	EndingThemeWork	No description provided
TelevisionShow	presenter	Person	?	?	false	PresenterPerson	No description provided
TelevisionShow	storyEditor	Person	?	?	false	StoryEditorPerson	No description provided
TelevisionShow	creativeDirector	Person	?	?	false	CreativeDirectorPerson	No description provided
TelevisionShow	numberOfSeasons	NumberOfSeasons	?	?	true	NumberOfSeasons	No description provided
TelevisionShow	coExecutiveProducer	Person	?	?	false	CoExecutiveProducerPerson	No description provided
TelevisionShow	showJudge	Person	?	?	false	ShowJudgePerson	No description provided
TelevisionShow	coProducer	Person	?	?	false	CoProducerPerson	No description provided
Letter	unicode	Unicode	?	?	true	Unicode	No description provided
Bridge	numberOfPiersInWater	NumberOfPiersInWater	?	?	true	NumberOfPiersInWater	No description provided
Bridge	unitedStatesNationalBridgeId	UnitedStatesNationalBridgeId	?	?	true	UnitedStatesNationalBridgeId	No description provided
Bridge	numberOfSpans	NumberOfSpans	?	?	true	NumberOfSpans	No description provided
Bridge	loadLimit	LoadLimit	?	?	true	LoadLimit	No description provided
Bridge	mainspan	Mainspan	?	?	true	Mainspan	No description provided
Bridge	crosses	River	?	?	false	CrossesRiver	No description provided
Bridge	bridgeCarries	BridgeCarries	?	?	true	BridgeCarries	No description provided
ChessPlayer	elo	Elo	?	?	true	Elo	No description provided
ChessPlayer	eloRecord	EloRecord	?	?	true	EloRecord	No description provided
Automobile	wheelbase	millimetre	?	?	false	Wheelbasemillimetre	No description provided
Automobile	fuelCapacity	FuelCapacity	?	?	true	FuelCapacity	No description provided
Automobile	automobilePlatform	Automobile	?	?	false	AutomobilePlatform	No description provided
Automobile	engine	AutomobileEngine	?	?	false	AutomobileEngine	No description provided
Automobile	fuelCapacity	litre	?	?	false	FuelCapacitylitre	No description provided
Automobile	wheelbase	Wheelbase	?	?	true	Wheelbase	No description provided
Automobile	transmission	Transmission	?	?	true	Transmission	No description provided
Artwork	painter	Person	?	?	false	PainterPerson	No description provided
Artwork	museum	Museum	?	?	false	Museum	No description provided
Royalty	coronationDate	CoronationDate	?	?	true	CoronationDate	No description provided
Athlete,_CareerStation	proYear	ProYear	?	?	true	ProYear	No description provided
Athlete,_CareerStation	amateurTeam	SportsTeam	?	?	false	AmateurSportsTeam	No description provided
Athlete,_CareerStation	leadYear	LeadYear	?	?	true	LeadYear	No description provided
Athlete,_CareerStation	amateurYear	AmateurYear	?	?	true	AmateurYear	No description provided
Athlete,_CareerStation	proTeam	SportsTeam	?	?	false	ProSportsTeam	No description provided
Athlete,_CareerStation	leadTeam	SportsTeam	?	?	false	LeadSportsTeam	No description provided
ArchitecturalStructure,_Monument	dutchMIPCode	DutchMIPCode	?	?	true	DutchMIPCode	No description provided
Mountain,Volcano	firstAscent	FirstAscent	?	?	true	FirstAscent	No description provided
File	fileURL	File	?	?	false	FileURL	No description provided
File	fileExtension	FileExtension	?	?	true	FileExtension	No description provided
SiteOfSpecialScientificInterest	interest	Interest	?	?	true	Interest	No description provided
SiteOfSpecialScientificInterest	areaOfSearch	PopulatedPlace	?	?	false	AreaOfSearchPopulatedPlace	No description provided
SiteOfSpecialScientificInterest	notifyDate	NotifyDate	?	?	true	NotifyDate	No description provided
Film	firstBroadcast	FirstBroadcast	?	?	true	FirstBroadcast	No description provided
Film	producedBy	Company	?	?	false	ProducedByCompany	No description provided
Film	titleLanguage	TitleLanguage	?	?	true	TitleLanguage	No description provided
Film	eurobabeIndexId	EurobabeIndexId	?	?	true	EurobabeIndexId	No description provided
Film	editing	Person	?	?	false	EditingPerson	No description provided
Film	filmAudioType	FilmAudioType	?	?	true	FilmAudioType	No description provided
Film	afdbId	AfdbId	?	?	true	AfdbId	No description provided
Film	cinematography	Person	?	?	false	CinematographyPerson	No description provided
Film	gross	Gross	?	?	true	Gross	No description provided
Film	amgid	Amgid	?	?	true	Amgid	No description provided
Film	iafdId	IafdId	?	?	true	IafdId	No description provided
Film	makeupArtist	Person	?	?	false	MakeupArtistPerson	the person who is responsible for the actors makeup
Film	costumeDesigner	Person	?	?	false	CostumeDesignerPerson	the person who is responsible for the film costume design
Film	allcinemaId	AllcinemaId	?	?	true	AllcinemaId	No description provided
Film	eTeatrId	ETeatrId	?	?	true	ETeatrId	No description provided
Film	egafdId	EgafdId	?	?	true	EgafdId	No description provided
Film	quebecerTitle	QuebecerTitle	?	?	true	QuebecerTitle	No description provided
Film	director	Person	?	?	false	DirectorPerson	A film director is a person who directs the making of a film.
Film	filmRuntime	FilmRuntime	?	?	true	FilmRuntime	No description provided
Film	setDesigner	Person	?	?	false	SetDesignerPerson	the person who is responsible for the film set design
Film	narrator	Person	?	?	false	NarratorPerson	No description provided
Film	filmPolskiId	FilmPolskiId	?	?	true	FilmPolskiId	No description provided
Film	specialEffects	Person	?	?	false	SpecialEffectsPerson	the person who is responsible for the film special effects
Film	filmColourType	FilmColourType	?	?	true	FilmColourType	No description provided
Film	bgafdId	BgafdId	?	?	true	BgafdId	No description provided
Film	imdbId	ImdbId	?	?	true	ImdbId	No description provided
GermanSettlement	numberOfNeighbourhood	NumberOfNeighbourhood	?	?	true	NumberOfNeighbourhood	No description provided
GermanSettlement	licenceLetter	LicenceLetter	?	?	true	LicenceLetter	No description provided
ClericalAdministrativeRegion	placeOfWorship	Church	?	?	false	PlaceOfWorshipChurch	A religious administrative body needs to know which places of worship it
CollegeCoach	overallRecord	OverallRecord	?	?	true	OverallRecord	No description provided
CollegeCoach	bowlRecord	BowlRecord	?	?	true	BowlRecord	No description provided
CollegeCoach	coachedTeam	SportsTeam	?	?	false	CoachedSportsTeam	No description provided
CollegeCoach	coachingRecord	CoachingRecord	?	?	true	CoachingRecord	No description provided
CollegeCoach	tournamentRecord	TournamentRecord	?	?	true	TournamentRecord	No description provided
CollegeCoach	currentRecord	CurrentRecord	?	?	true	CurrentRecord	No description provided
Band	formerBandMember	Person	?	?	false	FormerBandMemberPerson	A former member of the band.
Band	bandMember	Person	?	?	false	BandMemberPerson	A member of the band.
CityDistrict	codeDistrict	CodeDistrict	?	?	true	CodeDistrict	No description provided
LunarCrater	diameter	kilometre	?	?	false	Diameterkilometre	No description provided
Settlement	coastLine	CoastLine	?	?	true	CoastLine	No description provided
Settlement	commune	Settlement	?	?	false	CommuneSettlement	No description provided
Settlement	gaelicName	GaelicName	?	?	true	GaelicName	No description provided
Settlement	chaouiName	ChaouiName	?	?	true	ChaouiName	No description provided
Settlement	largestMetro	PopulatedPlace	?	?	false	LargestMetroPopulatedPlace	No description provided
Settlement	finnishName	FinnishName	?	?	true	FinnishName	No description provided
Settlement	distanceToCardiff	DistanceToCardiff	?	?	true	DistanceToCardiff	No description provided
Settlement	algerianSettlementName	AlgerianSettlementName	?	?	true	AlgerianSettlementName	No description provided
Settlement	federalState	PopulatedPlace	?	?	false	FederalStatePopulatedPlace	No description provided
Settlement	distanceToBelfast	DistanceToBelfast	?	?	true	DistanceToBelfast	No description provided
Settlement	inseeCode	InseeCode	?	?	true	InseeCode	No description provided
Settlement	dutchName	DutchName	?	?	true	DutchName	No description provided
Settlement	geolocDepartment	PopulatedPlace	?	?	false	GeolocDepartmentPopulatedPlace	No description provided
Settlement	algerianName	AlgerianName	?	?	true	AlgerianName	No description provided
Settlement	bourgmestre	Person	?	?	false	BourgmestrePerson	No description provided
Settlement	frazioni	PopulatedPlace	?	?	false	FrazioniPopulatedPlace	No description provided
Settlement	distanceToDublin	DistanceToDublin	?	?	true	DistanceToDublin	No description provided
Settlement	minority	Group	?	?	false	MinorityGroup	No description provided
Settlement	irishName	IrishName	?	?	true	IrishName	No description provided
Settlement	kabyleName	KabyleName	?	?	true	KabyleName	No description provided
Settlement	politicalMajority	PoliticalParty	?	?	false	PoliticalMajorityPoliticalParty	No description provided
Settlement	politicalSeats	PoliticalSeats	?	?	true	PoliticalSeats	No description provided
Settlement	highestPoint	Place	?	?	false	HighestPointPlace	No description provided
Settlement	daira	Place	?	?	false	DairaPlace	No description provided
Settlement	summerTemperature	SummerTemperature	?	?	true	SummerTemperature	No description provided
Settlement	meaning	Meaning	?	?	true	Meaning	No description provided
Settlement	codeSettlement	CodeSettlement	?	?	true	CodeSettlement	No description provided
Settlement	agglomerationPopulation	Population	?	?	false	AgglomerationPopulation	No description provided
Settlement	sharingOutName	PopulatedPlace	?	?	false	SharingOutNamePopulatedPlace	No description provided
